1,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,150","5,1,1,1","10,0,0,0",0,180
2000,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","550,200","25,1,1,1","0,5,0,0",1,0
2001,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","550,100","26,1,1,1","0,0,0,0",1,0
2002,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","450,100","27,1,1,1","0,0,0,0",1,0
2003,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","450,200","25,1,1,1","0,5,0,0",1,0
2004,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","400,100","26,1,1,1","0,0,0,0",1,0
2005,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,250","27,1,1,1","0,0,0,0",1,0
2006,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,100","25,1,1,1","0,5,0,0",1,0
2007,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,200","26,1,1,1","0,0,0,0",1,0
2008,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","400,200","27,1,1,1","0,0,0,0",1,0
2009,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","400,150","25,1,1,1","0,5,0,0",1,0
2010,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","400,250","26,1,1,1","0,0,0,0",1,0
2011,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","500,130","27,1,1,1","0,0,0,0",1,0
2012,"4,4,4,4,4,4,4,4","4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","520,120","3,1,1,1","10,0,0,0",0,0
