"ID","Leader ID","POS","Leader","Faction","Troop","Angle","Start Health","Start Stamina","Team"
1,"NK-1","570,885",,3,"34:5/200,37:10/100",0,100,100,1
2,"CNK-1","550,905","1",3,"39:10/50,40:10/100",0,100,100,1
3,"CNK-1","590,905","1",3,"40:10/100,30:12/250",0,100,100,1
4,"CNK-1","330,905",,3,"34:20/100",0,100,100,1
5,"CNK-1","250,905",,3,"34:20/100",0,100,100,1
6,"CNK-2","570,930","2",3,"35:10/300,33:10/250",0,100,100,1
7,"CNK-2","530,930","2",3,"38:10/100,33:10/250",0,100,100,1
8,"CNK-2","620,930","3",3,"36:10/200",0,100,100,1
9,"CNK-2","550,950","3",3,"32:10/300,33:10/250",0,100,100,1
10,"CNK-2","300,935","4",3,"31:10/300,30:10/250",0,100,100,1
11,"CNK-2","330,935","4",3,"35:10/300,32:10/250",0,100,100,1
12,"CNK-2","300,905","5",3,"31:10/300,30:10/250",0,100,100,1
13,"CNK-2","300,905","5",3,"32:10/300,33:10/250",0,100,100,1
14,"CNA-1","600,200",,4,"47:5/50,48:5/30,49:2/10",180,100,100,2
15,"CNA-2","300,200",,4,"47:7/50,48:3/30,49:2/10",180,100,100,2
16,"CCNA-2","400,150","14",4,"47:5/40,48:5/40",180,100,100,2
17,"CCNA-1","500,150","14",4,"45:10/50",180,100,100,2
18,"CCNA-1","450,150","14",4,"45:10/50",180,100,100,2
19,"CCNA-3","600,150","14",4,"43:5/100,44:5/100",180,100,100,2
20,"CCNA-3","650,150","14",4,"46:5/200",180,100,100,2
21,"CCNA-3","450,100","14",4,"41:5/300",180,100,100,2
22,"CCNA-3","650,100","14",4,"42:5/300",180,100,100,2
23,"CCNA-3","350,200","15",4,"45:5/50",180,100,100,2
24,"CCNA-3","250,200","15",4,"45:5/50",180,100,100,2
25,"CCNA-3","200,200","15",4,"43:5/100,44:5/100",180,100,100,2
26,"CCNA-3","400,150","15",4,"46:5/200",180,100,100,2
27,"CCNA-3","150,150","15",4,"41:5/300",180,100,100,2
28,"CCNA-3","300,150","15",4,"42:5/300",180,100,100,2
