"Type","ID","POS","Angle","Animation","Frame","Other Data"
"subunit","L2","510,500",0,"Human&Horse_1hand_Preview_3/0",0,"Team:1"
"subunit","L5","545,500",0,"Human&Horse_Skill_WarHorn/0",4,"Team:1"
"effect","Sound Burst Medium (team)","545,500",0,"burst",2,"Team:1"
"subunit",6,"525,490",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,480",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"525,470",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,460",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"525,450",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"525,440",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,430",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,420",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,410",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"525,400",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"525,390",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,380",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,370",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"525,360",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,350",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,340",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,510",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"525,520",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,530",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,540",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"525,550",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,560",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"525,570",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,580",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,590",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"525,600",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,610",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,620",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"525,630",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"545,490",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,480",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,470",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"545,460",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,450",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"545,440",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,430",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"545,420",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,410",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,400",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"545,390",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,380",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"545,370",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"545,360",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,350",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"545,340",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,510",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"545,520",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,530",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"545,540",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,550",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"545,560",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,570",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,580",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"545,590",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,600",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"545,610",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,620",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"545,630",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,490",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"565,480",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,470",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"565,460",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"565,450",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,440",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,430",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,420",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,410",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,400",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,390",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,380",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,370",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,360",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,350",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"565,340",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"565,510",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,520",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"565,530",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,540",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,550",0,"Human&Horse_Main_1pole_Charge/1",3,"Team:1"
"subunit",6,"565,560",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,570",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,580",0,"Human&Horse_Main_1pole_Charge/1",0,"Team:1"
"subunit",6,"565,590",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,600",0,"Human&Horse_Main_1pole_Charge/1",2,"Team:1"
"subunit",6,"565,610",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,620",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
"subunit",6,"565,630",0,"Human&Horse_Main_1pole_Charge/1",1,"Team:1"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"subunit","L26","400,500",-90,"Human_1hand_Preview_3/0",0,"Team:2"
"subunit",28,"410,500",-90,"Human_2pole_Idle/0",0,"Team:2"
"subunit",28,"390,500",-90,"Human_2pole_Idle/0",2,"Team:2"
"subunit",28,"400,510",-90,"Human_2pole_Idle/0",1,"Team:2"
"subunit",28,"400,490",-90,"Human_2pole_Idle/0",1,"Team:2"
"subunit",28,"410,510",-90,"Human_Skill_Shout/0",2,"Team:2"
"subunit",28,"390,510",-90,"Human_2pole_Idle/0",2,"Team:2"
"subunit",28,"410,490",-90,"Human_2pole_Idle/0",3,"Team:2"
"subunit",28,"390,490",-90,"Human_2pole_Idle/0",3,"Team:2"
"subunit","L33","400,480",-90,"Human_Skill_Bless/0",2,"Team:2"
"subunit",29,"390,480",-90,"Human_1hand_Idle/0",0,"Team:2"
"subunit",29,"410,480",-90,"Human_1hand_Idle/0",3,"Team:2"
"subunit",29,"380,480",-90,"Human_1hand_Idle/0",2,"Team:2"
"subunit",29,"370,480",-90,"Human_1hand_Idle/0",1,"Team:2"
"subunit",29,"400,470",-90,"Human_1hand_Idle/0",1,"Team:2"
"subunit",29,"390,470",-90,"Human_1hand_Idle/0",2,"Team:2"
"subunit",29,"410,470",-90,"Human_1hand_Idle/0",2,"Team:2"
"subunit",29,"380,470",-90,"Human_1hand_Idle/0",0,"Team:2"
