"ID","Name","Description"
0,"None",
1,"Human",
2,"Horse",
3,"Camel",
4,"Elephant",
5,"Horse Chariot",
6,"Lion",
7,"Tiger",
8,"Bear",
9,"Boar",
10,"Dog",
11,"Cat",
12,"Snake",
13,"Bird",
14,"Duck",
15,"Llama",
16,"Scorpion",
17,"Spider",
18,"Pig",
19,"Cow",
20,"Buffalo",
21,"Zebra",
22,"Otrich",
23,"Deer",
24,"Wolf",
25,"Dire Wolf",
26,"Swan",
27,"Rat",
28,"Rhino",
29,"Rabbit",
30,"Fox",
31,"Kangaroo",
32,"Lizard",
33,"Sheep",
34,"Goat ",
35,"Bat",
36,"Gorilla",
37,"Bull",
38,"Chicken",
39,"Penguin",
40,"Frog",
41,"Snail",
42,"Hippopotamus",
43,"Leech",
44,"Grasshopper",
45,"Monkey",
46,"Donkey",
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,"Giraffe",
73,"Neanderthal",
74,"Tyrannosaurus",
75,"Triceratops",
76,"Dodo",
77,"Ankylosaurus",
78,"Diplodocus",
79,"Stegosaurus",
80,"Velociraptor",
81,"Plesiosaurus",
82,"Pteranodon",
83,"Gastornis",
84,,
85,,
86,"Elf",
87,"Dwarf",
88,"Orc",
89,"Goblin",
90,"Halfling",
91,"Gremlin","A small and stubby humanoid race without a magic conduit. Their greed and distrust are of legendary proportion. Their distrust among themselves is only overshadowed by distrust toward being of other races. These negative personality traits caused them to remain in primitive tribal society level for a much longer time than other civilisations. This is until when Arkeid the Civil Bringer invented the Machine of Trust. They are now a juggernaut of the economic powerhouse that will pursue profit and product over everything else."
92,"Giant","A gigantic humanoid race capable of moving a mountain, or so the legend say."
93,"Centaur",
94,"Frogman",
95,"Lizardman",
96,"Gnome",
97,"Minotaur",
98,"Djinn",
99,,
100,,
101,,
102,,
103,,
104,"Skeleton",
105,"Zombie",
106,"Vampire",
107,"Lich",
108,"Banshee",
109,"Ghoul",
110,"Ghost/Spirit",
111,"Mummy",
112,"Lust Demon","Succubus and Incubus"
113,"Imp",
114,,
115,"Goat Demon",
116,"Devil",
117,"Tiefling",
118,"Archdemon",
119,,
120,"Leprechaun",
121,"Dryad",
122,"Nymph",
123,"Fey",
124,"Sylph",
125,"Pixie",
126,"Satyr",
127,"Trow",
128,"Aziza",
129,"Yumboes",
130,"Adhene",
131,"Nixies",
132,"Faun",
133,,
134,,
135,"Scylla",
136,"Selkie",
137,"Merfolk","Merman and mermaid"
138,,
139,"Alkonost",
140,"Giant Living Doll",
141,"Living Doll",
142,"Mini Living Doll",
143,,
144,"Golem",
145,"Lesser Golem",
146,"Greater Golem",
147,"Colossus",
148,"Wyrm",
149,"Dragon",
150,"Wyvern",
151,"Lesser Dragon",
152,"Ancient Dragon",
153,"Drake",
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,"Cyclop",
166,,
167,"Ratman",
168,"Catman",
169,"Dogman",
170,"Rabbitman",
171,"Sheepman",
172,"Lionman",
173,"Bearman",
174,"Slothman",
175,"Foxman",
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,"Gargoyle",
185,"Chimera",
186,"Slime",
187,"Yeti",
188,"Hydra",
189,"Fluffball",
190,"Lamassu",
191,"Sharabha",
192,"Sphinx",
193,"Yali",
194,"Behemoth",
195,"Mimic",
196,"Elemental",
197,"Beholder",
198,"Corpse Eater",
199,"Slargos",
200,"Wurm",
201,"Living armor",
202,,
203,"Griffin",
204,"Hippogriff",
205,"Sky Whale",
206,"Yale",
207,"Stalker",
208,"Qilin",
209,"Silence",
210,"Evil eye",
211,"Faceless",
212,"Abomination",
213,"Eternal Lover",
214,"Garigara",
215,"Cockatrice",
216,"Pegasus",
217,"Unicorn",
218,"Tikbalang",
219,"Wisp",
220,"Al-mi'raj",
221,"Ammit",
222,"Amphiptere",
223,"Amphisbaena",
224,"Ao Ao",
225,"Parasite fungal",
226,"Snowman",
227,"Shoggoth",
228,"Nian",
229,"Bunyip",
230,"Rompo",
231,"Squonk",
232,"Planty",
233,"Allocamelus",
234,"Alphyn",
235,"Basilisk",
236,"Enfield",
237,"Manticore",
238,"Lindworm",
239,"Warped Dop ",
240,"Heavenly Bird",
241,,
242,"Wendigo",
243,"Monster Clock",
244,"Living Weapon",
245,"Gorsai",
246,,
247,"Living Book",
248,"Fiddle Grasshopper",
249,"Nine Tailed",
250,"Tilkiles (Ball liked monster)",
251,"Davance (Floating tiny wyrm)",
252,"Abada",
253,"Ahuizotl",
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
