"ID","Leader ID","POS","Leader","Faction","Troop","Angle","Start Health","Start Stamina","Team"
1,"L36","570,885",,3,"34:5/200,37:10/100",0,100,100,1
2,"C6","550,905","1",3,"32:15/800,33:15/800",0,100,100,1
3,"C6","590,905","1",3,"31:15/800,30:15/800",0,100,100,1
4,"C6","330,905",,3,"34:20/100",0,100,100,1
5,"C6","250,905",,3,"34:20/100",0,100,100,1
6,"C7","570,930","2",3,"35:10/700,33:15/700",0,100,100,1
7,"C7","530,930","2",3,"38:10/200,33:15/700",0,100,100,1
8,"C7","620,930","3",3,"36:10/200",0,100,100,1
9,"C7","550,950","3",3,"32:15/700,33:15/700",0,100,100,1
10,"C7","300,935","4",3,"31:15/700,30:15/700",0,100,100,1
11,"C7","330,935","4",3,"35:15/700,33:15/700",0,100,100,1
12,"C7","360,935","4",3,"32:15/700,33:15/700",0,100,100,1
13,"C7","300,905","5",3,"31:15/700,30:15/700",0,100,100,1
14,"C7","300,905","5",3,"32:15/700,33:15/700",0,100,100,1
15,"L37","600,200",,4,"45:5/100,47:5/50,48:2/10",180,100,100,2
16,"L38","300,200",,4,"45:7/100,47:3/50,48:2/10",180,100,100,2
17,"C9","400,150","15",,"45:5/50,47:5/50",180,100,100,2
18,"C8","500,150","15",4,"43:10/100",180,100,100,2
19,"C8","450,150","15",4,"43:10/100",180,100,100,2
20,"C10","600,150","15",4,"41:10/500,42:10/500",180,100,100,2
21,"C10","550,150","15",4,"41:10/500,42:10/500",180,100,100,2
22,"C10","650,150","15",4,"44:20/500",180,100,100,2
23,"C10","600,100","15",4,"44:20/500",180,100,100,2
24,"C10","450,100","15",4,"39:10/700",180,100,100,2
25,"C10","650,100","15",4,"40:10/700",180,100,100,2
26,"C10","350,200","16",4,"43:10/100",180,100,100,2
27,"C10","250,200","16",4,"43:10/100",180,100,100,2
28,"C10","200,200","16",4,"41:10/500,42:10/500",180,100,100,2
29,"C10","400,200","16",4,"41:10/500,42:10/500",180,100,100,2
30,"C10","200,150","16",4,"44:20/500",180,100,100,2
31,"C10","400,150","16",4,"44:20/500",180,100,100,2
32,"C10","150,150","16",4,"39:10/700",180,100,100,2
33,"C10","300,150","16",4,"40:10/700",180,100,100,2
